table;date_heure;date_propre;heure_propre;duree_milliseconde;duree_seconde;duree_minute;moyenne;amp_max;amp_min;somme_amp;ecart_type;indice_duree;indice_amplitude;id_debut;id_fin;avisaro;signal;periode;traitement
avisaro_20160901;1472709717;01/09/2016;08:01:57;3975;4.0;0.1;53;302;16;8450;46.08;3;3190;507241;507400;002;1;2;16.00
avisaro_20160901;1472709828;01/09/2016;08:03:48;8975;9.0;0.1;45;212;14;16012;21.43;6;4391;511681;512040;002;2;2;16.00
avisaro_20160901;1472709837;01/09/2016;08:03:57;4975;5.0;0.1;44;68;26;8637;6.88;4;3225;512041;512240;002;3;2;16.00
avisaro_20160901;1472709842;01/09/2016;08:04:02;50977;51.0;0.8;53;241;29;107491;13.08;36;11379;512241;514280;002;4;2;16.00
avisaro_20160901;1472709988;01/09/2016;08:06:28;3975;4.0;0.1;51;88;24;8152;14.40;3;3133;518081;518240;002;5;2;16.00
avisaro_20160901;1472709992;01/09/2016;08:06:32;1975;2.0;0.0;44;80;24;3484;9.68;1;2048;518241;518320;002;6;2;16.00
avisaro_20160901;1472709995;01/09/2016;08:06:35;1975;2.0;0.0;44;74;25;3497;8.37;1;2052;518361;518440;002;7;2;16.00
avisaro_20160901;1472709998;01/09/2016;08:06:38;29975;30.0;0.5;63;163;20;74863;26.44;21;9500;518481;519680;002;8;2;16.00
avisaro_20160901;1472710063;01/09/2016;08:07:43;10975;11.0;0.2;78;161;15;34131;26.68;8;10589;521081;521520;002;9;2;16.00
avisaro_20160901;1472710238;01/09/2016;08:10:38;37975;38.0;0.6;74;238;17;112111;22.07;27;19192;528081;529600;002;10;2;16.00
avisaro_20160901;1472710373;01/09/2016;08:12:53;4975;5.0;0.1;79;362;17;15734;102.98;4;8874;533481;533680;002;11;2;16.00
avisaro_20160901;1472710477;01/09/2016;08:14:37;52976;53.0;0.9;47;107;27;99293;7.04;37;10934;537641;539760;002;12;2;16.00
avisaro_20160901;1472714903;01/09/2016;09:28:23;79976;80.0;1.3;49;74;34;155439;5.90;57;13680;714681;717880;002;13;2;16.00
avisaro_20160901;1472714984;01/09/2016;09:29:44;3975;4.0;0.1;43;57;35;6879;4.46;3;2878;717921;718080;002;14;2;16.00
avisaro_20160901;1472715016;01/09/2016;09:30:16;1975;2.0;0.0;43;50;35;3426;3.49;1;2031;719201;719280;002;15;3;16.00
avisaro_20160901;1472728336;01/09/2016;13:12:16;17781233;17781.2;296.4;78;363;18;55350372;4.64;12573;426443;1252001;1963240;002;16;4;16.00
avisaro_20160901;1472748131;01/09/2016;18:42:11;2975;3.0;0.0;48;78;25;5660;11.17;2;2610;2043801;2043920;002;17;4;16.00
avisaro_20160901;1472748293;01/09/2016;18:44:53;2975;3.0;0.0;49;365;15;5797;68.04;2;3449;2050281;2050400;002;18;4;16.00
avisaro_20160901;1472748348;01/09/2016;18:45:48;14982;15.0;0.2;56;363;28;33362;40.00;11;6343;2052481;2053080;002;19;4;16.00
avisaro_20160901;1472748399;01/09/2016;18:46:39;1329997;1330.0;22.2;49;364;28;2597293;9.77;940;55967;2054521;2107720;002;20;4;16.00
avisaro_20160901;1472749729;01/09/2016;19:08:49;8920120;8920.1;148.7;49;326;14;17293143;4.10;6307;144355;2107721;2464520;002;21;4;16.00
avisaro_20160901;1472763121;01/09/2016;22:52:01;11975;12.0;0.2;48;238;17;22703;23.30;8;5228;2643361;2643840;002;22;4;16.00
avisaro_20160901;1472763134;01/09/2016;22:52:14;2975;3.0;0.0;44;79;29;5214;7.97;2;2506;2643881;2644000;002;23;4;16.00
avisaro_20160901;1472763137;01/09/2016;22:52:17;53975;54.0;0.9;56;149;30;119508;11.35;38;12000;2644001;2646160;002;24;4;16.00
avisaro_20160901;1472764684;01/09/2016;23:18:04;2975;3.0;0.0;49;360;17;5776;66.73;2;3443;2705881;2706000;002;25;4;16.00
avisaro_20160901;1472764713;01/09/2016;23:18:33;2975;3.0;0.0;50;356;18;5917;70.67;2;3484;2707041;2707160;002;26;4;16.00
avisaro_20160901;1472764747;01/09/2016;23:19:07;2975;3.0;0.0;47;342;16;5640;68.02;2;3402;2708401;2708520;002;27;4;16.00
avisaro_20160901;1472764754;01/09/2016;23:19:14;2975;3.0;0.0;44;94;24;5259;16.36;2;2516;2708681;2708800;002;28;4;16.00
avisaro_20160901;1472764788;01/09/2016;23:19:48;2975;3.0;0.0;48;325;17;5663;61.10;2;3409;2710041;2710160;002;29;4;16.00
avisaro_20160901;1472764823;01/09/2016;23:20:23;3975;4.0;0.1;63;349;17;9926;68.82;3;4514;2711441;2711600;002;30;4;16.00
avisaro_20160901;1472764843;01/09/2016;23:20:43;3975;4.0;0.1;55;327;21;8722;52.89;3;3241;2712241;2712400;002;31;4;16.00
avisaro_20160902;1472796581;02/09/2016;08:09:41;1975;2.0;0.0;97;359;48;7697;74.07;1;6207;526321;526400;002;1;2;16.00
avisaro_20160902;1472813944;02/09/2016;12:59:04;84976;85.0;1.4;95;124;77;322135;8.15;60;32533;1220841;1224240;002;2;4;16.00
avisaro_20160902;1472814039;02/09/2016;13:00:39;1975;2.0;0.0;86;96;77;6847;4.50;1;4743;1224641;1224720;002;3;4;16.00
avisaro_20160902;1472814041;02/09/2016;13:00:41;2976;3.0;0.0;86;93;78;10263;4.14;2;5806;1224721;1224840;002;4;4;16.00
avisaro_20160902;1472814048;02/09/2016;13:00:48;1975;2.0;0.0;86;92;78;6859;3.57;1;4747;1225001;1225080;002;5;4;16.00
avisaro_20160902;1472815828;02/09/2016;13:30:28;2975;3.0;0.0;107;329;68;12789;65.31;2;9679;1296201;1296320;002;6;4;16.00
avisaro_20160902;1472815831;02/09/2016;13:30:31;2975;3.0;0.0;96;333;62;11520;54.84;2;7593;1296321;1296440;002;7;4;16.00
avisaro_20160902;1472818674;02/09/2016;14:17:54;15975;16.0;0.3;88;111;76;56033;5.14;11;13567;1410041;1410680;002;8;4;16.00
avisaro_20160902;1472818691;02/09/2016;14:18:11;1975;2.0;0.0;86;95;79;6862;3.45;1;4748;1410721;1410800;002;9;4;16.00
avisaro_20160902;1472820434;02/09/2016;14:47:14;23975;24.0;0.4;89;111;77;85001;4.89;17;16711;1480441;1481400;002;10;5;16.00
avisaro_20160902;1472820460;02/09/2016;14:47:40;36975;37.0;0.6;89;111;77;131297;4.82;26;20770;1481481;1482960;002;11;5;16.00
avisaro_20160902;1472820498;02/09/2016;14:48:18;3975;4.0;0.1;86;96;79;13747;3.96;3;6720;1483001;1483160;002;12;5;16.00
avisaro_20160902;1472820502;02/09/2016;14:48:22;16975;17.0;0.3;88;119;78;59463;4.91;12;13976;1483161;1483840;002;13;5;16.00
avisaro_20160902;1472820521;02/09/2016;14:48:41;33977;34.0;0.6;89;253;73;120686;9.00;24;19911;1483921;1485280;002;14;5;16.00
avisaro_20160902;1472820556;02/09/2016;14:49:16;4975;5.0;0.1;86;94;78;17133;3.88;4;7502;1485321;1485520;002;15;5;16.00
avisaro_20160902;1472829173;02/09/2016;17:12:53;18976;19.0;0.3;90;107;78;68295;5.42;13;14979;1830001;1830760;002;16;5;16.00
avisaro_20160902;1472829820;02/09/2016;17:23:40;94975;95.0;1.6;96;176;78;361433;9.92;67;34460;1855881;1859680;002;17;5;16.00
avisaro_20160902;1472829918;02/09/2016;17:25:18;4975;5.0;0.1;87;102;77;17274;5.05;4;7533;1859801;1860000;002;18;5;16.00
avisaro_20160902;1472829923;02/09/2016;17:25:23;1975;2.0;0.0;86;97;78;6847;4.00;1;4743;1860001;1860080;002;19;5;16.00
avisaro_20160902;1472836614;02/09/2016;19:16:54;21975;22.0;0.4;90;122;77;78814;5.98;16;16092;2127641;2128520;002;20;5;16.00
avisaro_20160902;1472836636;02/09/2016;19:17:16;2975;3.0;0.0;86;98;77;10277;3.95;2;5810;2128521;2128640;002;21;5;16.00
avisaro_20160902;1472836643;02/09/2016;19:17:23;42975;43.0;0.7;91;138;76;156380;6.10;30;22667;2128801;2130520;002;22;5;16.00
avisaro_20160903;1472885566;03/09/2016;08:52:46;3975;4.0;0.1;30;64;15;4660;11.95;3;1742;629721;629880;002;1;2;16.00
avisaro_20160903;1472885591;03/09/2016;08:53:11;21975;22.0;0.4;54;263;12;46692;22.13;16;7499;630721;631600;002;2;2;16.00
avisaro_20160903;1472888504;03/09/2016;09:41:44;415980;416.0;6.9;56;211;16;921574;12.08;294;33324;747241;763880;002;3;3;16.00
avisaro_20160903;1472889018;03/09/2016;09:50:18;83976;84.0;1.4;47;85;18;156993;8.23;59;13748;767801;771160;002;4;3;16.00
avisaro_20160903;1472889160;03/09/2016;09:52:40;18975;19.0;0.3;39;85;16;29285;9.41;13;4366;773481;774240;002;5;3;16.00
avisaro_20160903;1472889327;03/09/2016;09:55:27;3975;4.0;0.1;51;353;15;8093;66.13;3;4075;780161;780320;002;6;3;16.00
avisaro_20160903;1472889338;03/09/2016;09:55:38;3975;4.0;0.1;52;355;16;8169;70.64;3;3137;780601;780760;002;7;3;16.00
avisaro_20160903;1472889394;03/09/2016;09:56:34;17975;18.0;0.3;35;353;13;25168;28.05;13;4051;782841;783560;002;8;3;16.00
avisaro_20160903;1472890375;03/09/2016;10:12:55;9975;10.0;0.2;27;34;19;10701;3.12;7;1836;822081;822480;002;9;3;16.00
avisaro_20160903;1472890416;03/09/2016;10:13:36;1975;2.0;0.0;27;36;17;2119;3.95;1;817;823721;823800;002;10;3;16.00
avisaro_20160903;1472890452;03/09/2016;10:14:12;1975;2.0;0.0;26;31;18;2041;3.22;1;802;825161;825240;002;11;3;16.00
avisaro_20160903;1472890491;03/09/2016;10:14:51;1975;2.0;0.0;26;33;18;2067;3.71;1;807;826721;826800;002;12;3;16.00
avisaro_20160903;1472890515;03/09/2016;10:15:15;8462120;8462.1;141.0;39;357;16;13084296;4.50;5984;92363;827681;1166160;002;13;3;16.00
avisaro_20160903;1472899386;03/09/2016;12:43:06;8975;9.0;0.1;32;191;14;11304;16.54;6;2713;1182521;1182880;002;14;4;16.00
avisaro_20160903;1472899685;03/09/2016;12:48:05;2975;3.0;0.0;34;244;15;4003;39.52;2;1614;1194481;1194600;002;15;4;16.00
avisaro_20160903;1472899696;03/09/2016;12:48:16;1975;2.0;0.0;26;69;15;2049;8.95;1;803;1194921;1195000;002;16;4;16.00
avisaro_20160903;1472900057;03/09/2016;12:54:17;2975;3.0;0.0;30;189;13;3518;26.69;2;1513;1209361;1209480;002;17;4;16.00
avisaro_20160903;1472900356;03/09/2016;12:59:16;1975;2.0;0.0;28;88;16;2184;10.57;1;829;1221321;1221400;002;18;4;16.00
avisaro_20160903;1472900614;03/09/2016;13:03:34;2975;3.0;0.0;26;139;13;3078;18.75;2;985;1231641;1231760;002;19;4;16.00
avisaro_20160903;1472907292;03/09/2016;14:54:52;6976;7.0;0.1;50;185;14;13791;33.63;5;3000;1498761;1499040;002;20;5;16.00
avisaro_20160903;1472907300;03/09/2016;14:55:00;48976;49.0;0.8;85;335;13;166162;25.83;35;23365;1499081;1501040;002;21;5;16.00
avisaro_20160903;1472907356;03/09/2016;14:55:56;4975;5.0;0.1;53;354;12;10568;59.71;4;1832;1501321;1501520;002;22;5;16.00
avisaro_20160903;1472907367;03/09/2016;14:56:07;5975;6.0;0.1;60;347;12;14263;73.23;4;5410;1501761;1502000;002;23;5;16.00
avisaro_20160903;1472908026;03/09/2016;15:07:06;1975;2.0;0.0;26;61;14;2052;7.49;1;804;1528121;1528200;002;24;5;16.00
avisaro_20160903;1472908180;03/09/2016;15:09:40;43975;44.0;0.7;34;83;13;58389;11.15;31;4295;1534281;1536040;002;25;5;16.00
avisaro_20160903;1472908224;03/09/2016;15:10:24;2976;3.0;0.0;26;34;18;3058;3.91;2;981;1536041;1536160;002;26;5;16.00
avisaro_20160903;1472909577;03/09/2016;15:32:57;39975;40.0;0.7;31;80;15;49461;9.60;28;3953;1590161;1591760;002;27;5;16.00
avisaro_20160903;1472909630;03/09/2016;15:33:50;20975;21.0;0.3;38;362;16;31234;47.10;15;3147;1592281;1593120;002;28;5;16.00
avisaro_20160903;1472910344;03/09/2016;15:45:44;6975;7.0;0.1;43;89;12;12014;16.73;5;1948;1620841;1621120;002;29;5;16.00
avisaro_20160903;1472913601;03/09/2016;16:40:01;34977;35.0;0.6;34;362;16;47249;33.21;25;3870;1751121;1752520;002;30;5;16.00
avisaro_20160903;1472915353;03/09/2016;17:09:13;153978;154.0;2.6;42;236;17;253523;16.12;109;8958;1821201;1827360;002;31;5;16.00
avisaro_20160903;1472915915;03/09/2016;17:18:35;68976;69.0;1.1;36;358;19;97116;18.00;49;5544;1843681;1846440;002;32;5;16.00
avisaro_20160903;1472917354;03/09/2016;17:42:34;14975;15.0;0.2;33;364;14;19421;31.97;11;2477;1901241;1901840;002;33;6;16.00
avisaro_20160903;1472917374;03/09/2016;17:42:54;4975;5.0;0.1;32;166;15;6386;22.62;4;2039;1902041;1902240;002;34;6;16.00
avisaro_20160903;1472917383;03/09/2016;17:43:03;6975;7.0;0.1;31;137;15;8501;16.29;5;1636;1902401;1902680;002;35;6;16.00
avisaro_20160903;1472917592;03/09/2016;17:46:32;28976;29.0;0.5;35;141;17;40082;9.24;21;5108;1910761;1911920;002;36;6;16.00
avisaro_20160903;1472919573;03/09/2016;18:19:33;353981;354.0;5.9;57;257;18;794192;12.84;250;30935;1990001;2004160;002;37;6;16.00
avisaro_20160903;1472919938;03/09/2016;18:25:38;1975;2.0;0.0;26;30;20;2043;2.78;1;802;2004601;2004680;002;38;6;16.00
avisaro_20160903;1472919991;03/09/2016;18:26:31;220978;221.0;3.7;53;91;19;463583;8.69;156;23625;2006721;2015560;002;39;6;16.00
avisaro_20160903;1472920525;03/09/2016;18:35:25;5975;6.0;0.1;36;74;17;8487;12.72;4;2351;2028081;2028320;002;40;6;16.00
avisaro_20160903;1472920650;03/09/2016;18:37:30;4975;5.0;0.1;36;192;16;7026;26.39;4;2139;2033081;2033280;002;41;6;16.00
avisaro_20160903;1472920668;03/09/2016;18:37:48;46977;47.0;0.8;38;276;15;71316;16.80;33;6819;2033801;2035680;002;42;6;16.00
avisaro_20160903;1472924792;03/09/2016;19:46:32;3975;4.0;0.1;49;351;16;7828;56.01;3;2260;2198761;2198920;002;43;6;16.00
avisaro_20160903;1472924834;03/09/2016;19:47:14;7975;8.0;0.1;79;365;13;25034;96.23;6;9070;2200441;2200760;002;44;6;16.00
avisaro_20160903;1472924842;03/09/2016;19:47:22;4975;5.0;0.1;63;365;11;12502;88.22;4;5066;2200761;2200960;002;45;6;16.00
avisaro_20160903;1472924852;03/09/2016;19:47:32;2975;3.0;0.0;30;54;13;3562;8.04;2;1523;2201161;2201280;002;46;6;16.00
avisaro_20160903;1472928415;03/09/2016;20:46:55;77975;78.0;1.3;39;243;16;119739;17.63;55;6156;2343681;2346800;002;47;6;16.00
avisaro_20160903;1472937068;03/09/2016;23:11:08;2975;3.0;0.0;26;70;16;3027;7.94;2;976;2689761;2689880;002;48;6;16.00
avisaro_20160903;1472937100;03/09/2016;23:11:40;11975;12.0;0.2;55;216;12;26357;25.96;8;4145;2691041;2691520;002;49;6;16.00
avisaro_20160903;1472937204;03/09/2016;23:13:24;6976;7.0;0.1;29;52;16;7915;5.82;5;1579;2695201;2695480;002;50;6;16.00
avisaro_20160903;1472939454;03/09/2016;23:50:54;17976;18.0;0.3;50;100;14;35710;15.86;13;6557;2785201;2785920;002;51;6;16.00
avisaro_20160904;1472977519;04/09/2016;10:25:19;3975;4.0;0.1;55;102;20;8758;15.52;3;3247;851201;851360;002;1;3;16.00
avisaro_20160904;1472977632;04/09/2016;10:27:12;15975;16.0;0.3;50;191;12;31395;16.92;11;6148;855721;856360;002;2;3;16.00
avisaro_20160904;1472977656;04/09/2016;10:27:36;8975;9.0;0.1;74;361;24;26292;74.71;6;7347;856681;857040;002;3;3;16.00
avisaro_20160904;1472977667;04/09/2016;10:27:47;20975;21.0;0.3;68;361;27;56814;49.88;15;8278;857121;857960;002;4;3;16.00
avisaro_20160904;1472978304;04/09/2016;10:38:24;2975;3.0;0.0;48;352;11;5681;69.38;2;3414;882601;882720;002;5;3;16.00
avisaro_20160904;1472978316;04/09/2016;10:38:36;3975;4.0;0.1;45;57;31;7173;5.39;3;2939;883081;883240;002;6;3;16.00
avisaro_20160904;1472978320;04/09/2016;10:38:40;2975;3.0;0.0;45;154;26;5372;20.93;2;2543;883241;883360;002;7;3;16.00
avisaro_20160904;1472978638;04/09/2016;10:43:58;3975;4.0;0.1;57;361;13;8973;77.37;3;4291;895961;896120;002;8;3;16.00
avisaro_20160904;1472978644;04/09/2016;10:44:04;6975;7.0;0.1;58;359;22;16134;58.95;5;4410;896201;896480;002;9;3;16.00
avisaro_20160904;1472978688;04/09/2016;10:44:48;3975;4.0;0.1;55;89;17;8750;14.17;3;4237;897961;898120;002;10;3;16.00
avisaro_20160904;1472978896;04/09/2016;10:48:16;2975;3.0;0.0;51;159;12;6033;23.68;2;2695;906281;906400;002;11;3;16.00
avisaro_20160904;1472978926;04/09/2016;10:48:46;5975;6.0;0.1;56;85;20;13325;9.68;4;4005;907481;907720;002;12;3;16.00
avisaro_20160904;1472978970;04/09/2016;10:49:30;2975;3.0;0.0;47;151;14;5532;23.77;2;2581;909241;909360;002;13;3;16.00
avisaro_20160904;1472979583;04/09/2016;10:59:43;2975;3.0;0.0;45;60;34;5305;5.08;2;2527;933761;933880;002;14;3;16.00
avisaro_20160904;1472979904;04/09/2016;11:05:04;1975;2.0;0.0;46;64;29;3643;7.42;1;2094;946601;946680;002;15;3;16.00
avisaro_20160904;1472980220;04/09/2016;11:10:20;71976;72.0;1.2;46;54;38;130381;3.64;51;12529;959241;962120;002;16;3;16.00
avisaro_20160904;1472980292;04/09/2016;11:11:32;47976;48.0;0.8;46;54;37;86760;3.57;34;10221;962121;964040;002;17;3;16.00
avisaro_20160904;1472980342;04/09/2016;11:12:22;98976;99.0;1.6;46;54;37;179373;3.70;70;14696;964121;968080;002;18;3;16.00
avisaro_20160904;1472980443;04/09/2016;11:14:03;2975;3.0;0.0;45;52;38;5334;4.07;2;2534;968161;968280;002;19;3;16.00
avisaro_20160904;1472980446;04/09/2016;11:14:06;3975;4.0;0.1;45;52;38;7134;4.00;3;2931;968281;968440;002;20;3;16.00
avisaro_20160904;1472980452;04/09/2016;11:14:12;12975;13.0;0.2;45;51;38;23269;3.10;9;5293;968521;969040;002;21;3;16.00
avisaro_20160904;1472980465;04/09/2016;11:14:25;25976;26.0;0.4;46;52;38;46877;3.32;18;7513;969041;970080;002;22;3;16.00
avisaro_20160904;1472980492;04/09/2016;11:14:52;8975;9.0;0.1;45;51;39;16090;3.11;6;4401;970121;970480;002;23;3;16.00
avisaro_20160904;1472980501;04/09/2016;11:15:01;5975;6.0;0.1;45;52;40;10696;2.95;4;3589;970481;970720;002;24;3;16.00
avisaro_20160904;1472980507;04/09/2016;11:15:07;3975;4.0;0.1;45;50;40;7126;2.86;3;2929;970721;970880;002;25;3;16.00
avisaro_20160904;1472980541;04/09/2016;11:15:41;9975;10.0;0.2;45;52;37;17929;3.66;7;4646;972081;972480;002;26;3;16.00
avisaro_20160904;1472980556;04/09/2016;11:15:56;4975;5.0;0.1;45;51;38;8937;3.86;4;3280;972681;972880;002;27;3;16.00
avisaro_20160904;1472980571;04/09/2016;11:16:11;3975;4.0;0.1;45;51;38;7155;3.50;3;2935;973281;973440;002;28;3;16.00
avisaro_20160904;1472980613;04/09/2016;11:16:53;1975;2.0;0.0;45;49;38;3568;3.37;1;2073;974961;975040;002;29;3;16.00
avisaro_20160904;1472994862;04/09/2016;15:14:22;2975;3.0;0.0;44;142;35;5247;14.14;2;2513;1544921;1545040;002;30;3;16.00
avisaro_20160904;1472995019;04/09/2016;15:16:59;16975;17.0;0.3;48;58;37;32114;4.03;12;6218;1551201;1551880;002;31;3;16.00
avisaro_20160904;1472995038;04/09/2016;15:17:18;92976;93.0;1.5;52;78;37;191355;7.39;66;15182;1551961;1555680;002;32;3;16.00
avisaro_20160904;1472996131;04/09/2016;15:35:31;10975;11.0;0.2;47;55;38;20506;4.18;8;4969;1595681;1596120;002;33;3;16.00
avisaro_20160904;1472996149;04/09/2016;15:35:49;82976;83.0;1.4;49;67;38;161840;4.71;59;13959;1596401;1599720;002;34;3;16.00
avisaro_20160904;1472996234;04/09/2016;15:37:14;4975;5.0;0.1;46;52;37;9021;3.56;4;3296;1599801;1600000;002;35;3;16.00
avisaro_20160904;1472996242;04/09/2016;15:37:22;4975;5.0;0.1;45;51;37;8993;3.24;4;3291;1600121;1600320;002;36;3;16.00
avisaro_20160904;1472996252;04/09/2016;15:37:32;1976;2.0;0.0;45;50;38;3567;3.12;1;2072;1600521;1600600;002;37;3;16.00
avisaro_20160904;1472996259;04/09/2016;15:37:39;2975;3.0;0.0;45;50;38;5366;3.10;2;2542;1600801;1600920;002;38;3;16.00
avisaro_20160904;1472996270;04/09/2016;15:37:50;2975;3.0;0.0;45;49;38;5356;3.04;2;2539;1601241;1601360;002;39;3;16.00
avisaro_20160904;1473003679;04/09/2016;17:41:19;14975;15.0;0.2;49;62;37;28815;4.62;11;5890;1897601;1898200;002;40;6;16.00
avisaro_20160904;1473003694;04/09/2016;17:41:34;77976;78.0;1.3;52;77;37;161329;7.00;55;13940;1898201;1901320;002;41;6;16.00
avisaro_20160904;1473003774;04/09/2016;17:42:54;2975;3.0;0.0;45;51;38;5373;4.11;2;2543;1901401;1901520;002;42;6;16.00
avisaro_20160904;1473003794;04/09/2016;17:43:14;2975;3.0;0.0;45;50;38;5333;3.25;2;2534;1902201;1902320;002;43;6;16.00
avisaro_20160904;1473004413;04/09/2016;17:53:33;2976;3.0;0.0;44;251;16;5236;38.40;2;2511;1926961;1927080;002;44;6;16.00
avisaro_20160904;1473004701;04/09/2016;17:58:21;3975;4.0;0.1;56;363;15;8916;58.46;3;4277;1938481;1938640;002;45;6;16.00
avisaro_20160904;1473004714;04/09/2016;17:58:34;2975;3.0;0.0;55;341;14;6508;66.65;2;3654;1939001;1939120;002;46;6;16.00
avisaro_20160904;1473004718;04/09/2016;17:58:38;2975;3.0;0.0;52;351;16;6171;63.09;2;3558;1939161;1939280;002;47;6;16.00
avisaro_20160904;1473004721;04/09/2016;17:58:41;1975;2.0;0.0;52;129;32;4088;18.60;1;2219;1939281;1939360;002;48;6;16.00
avisaro_20160904;1473004814;04/09/2016;18:00:14;3975;4.0;0.1;55;352;16;8671;68.06;3;3232;1943001;1943160;002;49;6;16.00
avisaro_20160904;1473004825;04/09/2016;18:00:25;2975;3.0;0.0;55;281;19;6580;52.45;2;3675;1943441;1943560;002;50;6;16.00
avisaro_20160904;1473013176;04/09/2016;20:19:36;58975;59.0;1.0;79;261;16;185460;21.93;42;14952;2277481;2279840;002;51;6;16.00
avisaro_20160904;1473014287;04/09/2016;20:38:07;2975;3.0;0.0;48;253;17;5659;40.49;2;3408;2321921;2322040;002;52;6;16.00
avisaro_20160904;1473014292;04/09/2016;20:38:12;15975;16.0;0.3;50;194;22;31844;14.52;11;6192;2322121;2322760;002;53;6;16.00
avisaro_20160904;1473014803;04/09/2016;20:46:43;1975;2.0;0.0;45;83;30;3569;9.19;1;2073;2342561;2342640;002;54;6;16.00
avisaro_20160904;1473014839;04/09/2016;20:47:19;2975;3.0;0.0;49;76;25;5828;10.75;2;2649;2344001;2344120;002;55;6;16.00
avisaro_20160904;1473014842;04/09/2016;20:47:22;2975;3.0;0.0;58;325;17;6881;66.13;2;4754;2344121;2344240;002;56;6;16.00
avisaro_20160904;1473014846;04/09/2016;20:47:26;2975;3.0;0.0;91;364;20;10842;106.25;2;8912;2344281;2344400;002;57;6;16.00
avisaro_20160904;1473014972;04/09/2016;20:49:32;1975;2.0;0.0;46;73;31;3607;8.73;1;2084;2349321;2349400;002;58;6;16.00
avisaro_20160904;1473015075;04/09/2016;20:51:15;1975;2.0;0.0;51;112;21;4029;17.59;1;2202;2353441;2353520;002;59;6;16.00
avisaro_20160904;1473015147;04/09/2016;20:52:27;1975;2.0;0.0;45;70;28;3571;8.53;1;2074;2356321;2356400;002;60;6;16.00
avisaro_20160904;1473015167;04/09/2016;20:52:47;5975;6.0;0.1;53;114;19;12496;17.35;4;5064;2357121;2357360;002;61;6;16.00
avisaro_20160904;1473015198;04/09/2016;20:53:18;1975;2.0;0.0;46;67;32;3623;7.95;1;2089;2358361;2358440;002;62;6;16.00
avisaro_20160904;1473015208;04/09/2016;20:53:28;1975;2.0;0.0;45;64;32;3576;7.37;1;2075;2358761;2358840;002;63;6;16.00
avisaro_20160904;1473015215;04/09/2016;20:53:35;3975;4.0;0.1;46;63;29;7276;7.55;3;2960;2359041;2359200;002;64;6;16.00
avisaro_20160904;1473015220;04/09/2016;20:53:40;2975;3.0;0.0;45;61;30;5381;7.06;2;2545;2359241;2359360;002;65;6;16.00
avisaro_20160904;1473015224;04/09/2016;20:53:44;10975;11.0;0.2;46;75;29;20082;8.46;8;4917;2359401;2359840;002;66;6;16.00
avisaro_20160904;1473015275;04/09/2016;20:54:35;25976;26.0;0.4;47;77;29;48405;7.95;18;7634;2361441;2362480;002;67;6;16.00
avisaro_20160904;1473015530;04/09/2016;20:58:50;6975;7.0;0.1;102;364;19;28478;109.73;5;7648;2371641;2371920;002;68;6;16.00
avisaro_20160904;1473015573;04/09/2016;20:59:33;29975;30.0;0.5;50;84;24;58851;8.79;21;8418;2373361;2374560;002;69;6;16.00
avisaro_20160904;1473015612;04/09/2016;21:00:12;3975;4.0;0.1;50;111;30;7904;9.86;3;3085;2374921;2375080;002;70;6;16.00
avisaro_20160904;1473015664;04/09/2016;21:01:04;14975;15.0;0.2;59;364;20;35287;54.86;11;6522;2377001;2377600;002;71;6;16.00
avisaro_20160904;1473015680;04/09/2016;21:01:20;8976;9.0;0.1;66;364;28;23721;67.22;6;5347;2377641;2378000;002;72;6;16.00
avisaro_20160904;1473016002;04/09/2016;21:06:42;16975;17.0;0.3;63;109;21;42426;15.53;12;9330;2390521;2391200;002;73;6;16.00
avisaro_20160904;1473016619;04/09/2016;21:16:59;12975;13.0;0.2;58;96;22;29895;13.06;9;7832;2415201;2415720;002;74;6;16.00
avisaro_20160904;1473017823;04/09/2016;21:37:03;4975;5.0;0.1;50;149;22;9966;19.88;4;4522;2463361;2463560;002;75;7;16.00
avisaro_20160904;1473017926;04/09/2016;21:38:46;17975;18.0;0.3;71;152;22;50732;19.52;13;10204;2467481;2468200;002;76;7;16.00
avisaro_20160904;1473017962;04/09/2016;21:39:22;2975;3.0;0.0;55;90;25;6507;18.11;2;3654;2468921;2469040;002;77;7;16.00
avisaro_20160904;1473017998;04/09/2016;21:39:58;2975;3.0;0.0;50;85;24;5917;16.18;2;2669;2470361;2470480;002;78;7;16.00
avisaro_20160904;1473018005;04/09/2016;21:40:05;3975;4.0;0.1;54;108;23;8570;21.47;3;4194;2470641;2470800;002;79;7;16.00
avisaro_20160904;1473019525;04/09/2016;22:05:25;3975;4.0;0.1;58;358;22;9211;55.66;3;4348;2531441;2531600;002;80;7;16.00
avisaro_20160904;1473019538;04/09/2016;22:05:38;2975;3.0;0.0;58;357;21;6936;65.59;2;3773;2531961;2532080;002;81;7;16.00
avisaro_20160904;1473019607;04/09/2016;22:06:47;8975;9.0;0.1;48;89;26;16935;7.60;6;4515;2534721;2535080;002;82;7;16.00
avisaro_20160904;1473023185;04/09/2016;23:06:25;3976;4.0;0.1;54;178;22;8516;34.77;3;4180;2677801;2677960;002;83;7;16.00
avisaro_20160904;1473024793;04/09/2016;23:33:13;72976;73.0;1.2;58;272;22;166698;16.30;52;14173;2742121;2745040;002;84;7;16.00
avisaro_20160905;1473053635;05/09/2016;07:33:55;165977;166.0;2.8;44;224;23;290266;15.56;117;13762;440321;446960;002;1;2;16.00
